Customer_ID,Recency_Days,Frequency_90D,Monetary_90D,Avg_Basket,Discount_Ratio,Return_Ratio,Web_Visits_30D,App_Sessions_30D,Review_Score,Region
35657,14,6,243236,44398,0.28,0.55,15,12,2.8,Metro
35658,108,26,4099770,21415,0.45,0.65,52,34,2.0,Metro
35659,10,16,1272437,52514,0.09,0.03,20,32,4.8,Metro
35660,37,2,108705,39285,0.25,0.08,11,14,3.7,Seoul
35661,88,3,99797,47672,0.33,0.03,7,3,4.0,Seoul
35662,10,8,575243,67340,0.18,0.07,12,31,4.8,Metro
35663,29,4,70418,31341,0.16,0.09,13,12,4.1,Metro
35664,6,21,1415369,57453,0.19,0.03,27,44,4.7,Metro
35665,16,9,407281,45634,0.89,0.12,10,31,4.5,Seoul
35666,21,6,260112,39755,0.36,0.03,12,5,3.7,Metro
35667,20,6,204459,38662,0.86,0.09,15,20,4.9,Metro
35668,48,6,102950,28658,0.31,0.1,11,17,4.6,Other
35669,37,3,150700,37743,0.25,0.06,18,13,4.5,Metro
35670,16,7,236386,27201,0.42,0.19,17,12,3.5,Seoul
35671,101,34,901346,27844,0.4,0.78,72,72,2.8,Other
35672,32,5,88011,34459,0.45,0.03,5,10,4.4,Metro
35673,97,2,56041,38393,0.36,0.09,10,5,3.3,Other
35674,14,9,365426,46505,0.33,0.35,5,12,4.4,Metro
35675,26,7,235118,34125,0.1,0.1,11,7,4.3,Metro
35676,20,13,557379,44799,0.37,0.62,13,16,4.1,Other
35677,25,6,297156,48700,0.76,0.07,9,10,4.3,Other
35678,24,7,219902,31505,0.47,0.17,13,9,4.2,Metro
35679,0,5,206461,39313,0.34,0.14,21,13,4.4,Seoul
35680,77,2,30424,36111,0.11,0.08,3,4,3.2,Metro
35681,8,6,320780,59849,0.34,0.08,7,10,3.8,Metro
35682,54,1,24491,44988,0.32,0.03,9,2,3.8,Other
35683,20,7,269421,32822,0.58,0.13,20,25,4.2,Other
35684,38,8,230696,27818,0.31,0.19,12,11,4.0,Metro
35685,98,2,88302,32332,0.69,0.09,10,2,3.3,Seoul
35686,8,18,594908,30338,0.07,0.08,26,32,4.6,Seoul
35687,8,11,1203053,74368,0.14,0.15,8,36,4.9,Other
35688,13,11,524137,45015,0.67,0.05,15,12,5.0,Metro
35689,94,17,4719211,80800,0.42,0.43,1,64,4.5,Metro
35690,32,3,86710,45955,0.3,0.07,14,1,4.2,Seoul
35691,40,5,353046,61591,0.63,0.13,12,17,4.3,Other
35692,9,13,491438,56464,0.17,0.04,25,33,4.9,Seoul
35693,0,6,305462,45438,0.42,0.11,8,6,4.9,Other
35694,44,6,226415,43197,0.15,0.16,13,14,4.5,Other
35695,23,7,232259,43151,0.47,0.07,21,10,5.0,Other
35696,9,8,307468,26726,0.84,0.03,16,22,4.3,Seoul
35697,9,17,1148814,57747,0.05,0.07,33,39,4.8,Metro
35698,29,6,416654,55741,0.27,0.65,11,16,2.7,Seoul
35699,30,7,389453,42485,0.3,0.03,12,12,4.1,Other
35700,0,19,1138128,63694,0.12,0.07,15,43,4.5,Metro
35701,48,6,424531,49133,0.41,0.03,20,9,4.1,Seoul
35702,6,14,518736,58723,0.11,0.05,22,42,4.4,Other
35703,9,19,1209781,60975,0.16,0.11,21,31,4.7,Seoul
35704,37,5,256095,37998,0.14,0.14,11,8,4.1,Seoul
35705,23,8,653399,70149,0.41,0.13,18,5,4.4,Other
35706,127,4,151903,34767,0.31,0.08,7,3,2.7,Seoul
35707,11,9,349710,56528,0.62,0.49,21,12,3.4,Metro
35708,19,9,331055,50554,0.25,0.25,9,17,4.6,Seoul
35709,5,9,669647,51610,0.18,0.05,32,45,4.9,Seoul
35710,20,5,285442,41104,0.52,0.1,14,14,4.4,Seoul
35711,18,7,323902,40579,0.63,0.04,18,12,4.5,Other
35712,40,5,170040,42678,0.24,0.11,16,14,3.8,Seoul
35713,4,4,140759,40547,0.25,0.43,19,11,2.8,Metro
35714,31,3,148521,42425,0.35,0.06,21,12,4.1,Seoul
35715,7,12,517595,45162,0.07,0.02,29,28,4.9,Metro
35716,6,6,269513,46311,0.75,0.03,18,24,4.2,Metro
35717,28,2,77709,48620,0.2,0.15,26,4,4.6,Seoul
35718,24,5,378094,56846,0.24,0.47,21,20,3.5,Other
35719,10,8,557610,57242,0.07,0.05,17,29,4.8,Other
35720,7,12,1104887,66453,0.2,0.07,24,34,4.6,Other
35721,22,9,491284,45521,0.55,0.2,5,13,4.1,Metro
35722,17,15,4187564,51190,0.03,0.86,40,117,1.3,Metro
35723,12,24,1339455,49176,0.2,0.15,18,26,4.7,Metro
35724,34,8,576371,56025,0.43,0.23,6,8,3.7,Other
35725,2,7,270948,34225,0.21,0.03,5,13,4.7,Metro
35726,47,8,286150,42567,0.29,0.02,22,7,3.8,Metro
35727,22,4,157512,34128,0.24,0.07,9,0,4.1,Seoul
35728,0,9,354567,40776,0.93,0.13,14,30,4.3,Metro
35729,6,24,3080141,40506,0.49,0.66,23,30,1.0,Metro
35730,15,9,391519,44795,0.68,0.14,12,19,4.3,Seoul
35731,11,11,396532,37799,0.64,0.11,19,18,4.8,Other
35732,14,8,362372,38627,0.47,0.22,10,8,4.2,Other
35733,39,7,216841,38269,0.15,0.09,15,8,3.5,Other
35734,38,5,224952,49955,0.66,0.27,12,17,3.8,Seoul
35735,12,8,270984,35355,0.74,0.12,27,6,3.9,Seoul
35736,23,1,59450,47295,0.31,0.47,10,22,3.5,Seoul
35737,24,0,13129,37177,0.38,0.06,14,14,4.0,Other
35738,41,2,190421,55524,0.39,0.07,9,25,4.6,Seoul
35739,3,3,163016,53640,0.21,0.52,12,13,3.2,Other
35740,68,3,75282,25255,0.44,0.09,2,4,3.8,Seoul
35741,37,10,498089,56031,0.31,0.25,19,11,4.3,Seoul
35742,30,10,249546,49400,0.27,0.23,7,10,5.0,Metro
35743,160,39,3697447,145182,0.81,0.9,36,14,4.1,Seoul
35744,27,1,86209,55898,0.26,0.06,13,10,4.1,Metro
35745,25,9,504419,39104,0.28,0.19,15,11,4.3,Other
35746,7,17,830195,64768,0.25,0.14,22,42,4.7,Other
35747,21,9,256719,38958,0.78,0.07,23,15,4.6,Other
35748,11,5,111667,43286,0.38,0.55,16,11,3.9,Other
35749,21,8,392083,46419,0.19,0.63,24,12,3.6,Other
35750,14,7,213435,48336,0.08,0.41,14,5,3.5,Other
35751,6,13,660513,51342,0.26,0.01,25,35,4.9,Other
35752,75,2,63072,52511,0.38,0.23,10,4,4.1,Metro
35753,22,6,211195,39973,0.41,0.05,14,7,3.8,Metro
35754,21,4,233510,47626,0.14,0.03,10,9,3.9,Seoul
35755,0,15,1001543,51716,0.2,0.07,18,32,4.6,Seoul
35756,34,3,79014,35252,0.46,0.15,8,7,3.8,Other
35757,6,18,1035087,52015,0.16,0.05,33,44,4.6,Seoul
35758,77,1,91863,54683,0.12,0.17,9,9,4.6,Metro
35759,13,10,401934,43344,0.87,0.08,24,14,4.4,Metro
35760,2,10,623202,54480,0.11,0.21,19,29,5.0,Metro
35761,8,14,655084,42411,0.37,0.06,14,53,5.0,Other
35762,22,9,516129,58438,0.48,0.39,11,8,3.8,Other
35763,10,3,199343,54207,0.11,0.01,21,10,3.5,Seoul
35764,25,4,98986,28251,0.47,0.6,15,10,3.0,Other
35765,46,2,70648,36600,0.61,0.06,8,4,3.9,Metro
35766,58,1,23997,44108,0.22,0.14,6,1,4.1,Seoul
35767,81,2,72829,43596,0.52,0.02,9,6,4.2,Seoul
35768,39,9,396938,50161,0.28,0.07,5,19,3.8,Metro
35769,73,2,112531,39515,0.05,0.03,3,4,3.9,Seoul
35770,24,7,388469,69725,0.2,0.05,16,16,4.8,Other
35771,15,2,67931,45690,0.22,0.08,6,26,4.4,Seoul
35772,22,4,152575,41798,0.41,0.12,14,11,3.4,Metro
35773,27,6,221347,46036,0.71,0.03,12,17,4.2,Metro
35774,27,10,719431,61043,0.13,0.04,17,17,4.0,Metro
35775,10,12,594678,44127,0.76,0.28,17,15,4.3,Seoul
35776,8,22,1695127,50685,0.14,0.12,19,34,4.5,Seoul
35777,42,7,139228,26211,0.3,0.33,5,9,4.5,Metro
35778,34,3,186040,45051,0.15,0.28,15,13,3.9,Seoul
35779,39,4,207947,41774,0.16,0.1,9,9,4.3,Other
35780,10,12,681056,56843,0.04,0.11,26,36,5.0,Metro
35781,16,11,732743,46873,0.26,0.32,6,14,4.0,Other
35782,16,9,286245,36270,0.13,0.51,1,17,4.0,Seoul
35783,75,2,81591,47724,0.2,0.16,9,3,3.6,Seoul
35784,24,6,282580,54078,0.39,0.07,0,21,3.2,Other
35785,7,9,181171,35443,0.85,0.08,17,23,4.3,Metro
35786,22,8,449141,70964,0.41,0.01,16,10,3.5,Metro
35787,47,6,195967,36926,0.27,0.08,7,7,3.9,Seoul
35788,23,9,478081,53407,0.43,0.1,9,12,4.2,Metro
35789,18,7,344557,55531,0.25,0.13,5,8,4.3,Other
35790,76,2,65802,27881,0.44,0.23,5,1,5.0,Seoul
35791,17,0,13025,54832,0.32,0.08,8,21,3.4,Seoul
35792,29,7,263404,45199,0.48,0.44,19,12,4.2,Seoul
35793,13,13,1049381,56786,0.03,0.04,17,47,4.5,Seoul
35794,7,16,1162321,64264,0.17,0.1,24,36,4.6,Metro
35795,12,6,336239,49440,0.2,0.1,21,21,4.6,Seoul
35796,27,5,220694,34435,0.37,0.08,8,12,3.7,Seoul
35797,27,7,323191,58975,0.36,0.02,11,12,4.2,Metro
35798,15,6,133465,56346,0.34,0.51,7,21,3.4,Seoul
35799,32,5,176819,33288,0.44,0.26,13,12,4.2,Metro
35800,73,3,97514,36521,0.05,0.04,1,3,3.4,Metro
35801,60,1,23602,21305,0.3,0.04,3,6,4.1,Metro
35802,4,7,122599,34265,0.48,0.11,7,12,4.5,Metro
35803,1,5,163897,40453,0.43,0.11,15,14,4.3,Other
35804,20,5,259536,37869,0.5,0.2,19,13,4.2,Seoul
35805,23,9,534702,46912,0.31,0.04,6,7,4.1,Metro
35806,12,6,291466,40159,0.42,0.14,19,11,4.2,Metro
35807,9,7,175663,35178,0.24,0.08,6,9,4.9,Metro
35808,30,5,123820,32914,0.27,0.13,10,8,3.7,Other
35809,16,17,1718549,69715,0.18,0.01,25,45,4.6,Metro
35810,21,9,405018,53693,0.24,0.05,24,3,3.8,Metro
35811,35,7,390533,47751,0.28,0.32,21,4,4.3,Other
35812,8,13,774503,67100,0.01,0.04,15,19,4.7,Metro
35813,8,5,213787,31290,0.32,0.16,5,9,3.7,Metro
35814,24,9,447797,48745,0.33,0.22,16,9,3.6,Seoul
35815,45,5,253780,40119,0.4,0.02,5,17,5.0,Other
35816,21,6,152050,28799,0.3,0.18,15,7,4.3,Metro
35817,5,6,306737,54864,0.78,0.26,25,15,4.4,Seoul
35818,19,6,162599,44330,0.82,0.1,23,21,4.3,Metro
35819,112,3,175334,139732,0.73,0.36,34,70,4.4,Seoul
35820,82,4,120833,24995,0.14,0.05,7,6,4.0,Seoul
35821,18,3,103182,31835,0.26,0.16,10,3,4.4,Seoul
35822,36,4,292591,52147,0.27,0.03,15,4,4.1,Seoul
35823,40,8,613904,55157,0.14,0.11,14,10,4.6,Other
35824,22,9,339505,37643,0.66,0.09,17,17,4.4,Other
35825,57,5,109086,23297,0.35,0.1,7,6,4.1,Metro
35826,10,7,287604,44970,0.71,0.06,7,14,4.2,Seoul
35827,17,6,206582,49333,0.23,0.03,13,14,4.3,Other
35828,7,11,289369,43792,0.84,0.03,12,14,5.0,Other
35829,18,6,309799,36405,0.08,0.1,11,15,3.8,Other
35830,35,6,441831,47631,0.31,0.03,23,9,4.4,Seoul
35831,29,6,180881,47428,0.18,0.14,10,20,3.9,Metro
35832,25,8,377826,40773,0.72,0.01,21,19,4.7,Other
35833,4,10,176846,39950,0.9,0.08,16,26,4.5,Seoul
35834,29,5,57944,20496,0.36,0.13,9,8,4.1,Other
35835,28,5,328554,48246,0.36,0.12,20,4,3.9,Metro
35836,2,16,1155417,62317,0.12,0.05,19,31,4.8,Metro
35837,24,5,214723,44734,0.28,0.08,7,8,3.6,Seoul
35838,37,5,325279,64104,0.27,0.12,17,4,4.5,Metro
35839,83,3,53267,34037,0.2,0.15,5,4,3.8,Other
35840,21,6,297808,48894,0.69,0.11,17,14,4.3,Metro
35841,63,4,174371,40919,0.26,0.08,7,0,3.3,Seoul
35842,10,9,525752,54095,0.8,0.12,21,18,4.6,Seoul
35843,17,13,440196,27748,0.81,0.11,24,21,4.5,Other
35844,42,7,572767,60900,0.14,0.15,10,8,3.6,Other
35845,88,4,104544,32678,0.32,0.05,8,1,3.7,Other
35846,13,7,238300,42294,0.29,0.35,8,9,4.2,Seoul
35847,15,6,179844,34933,0.35,0.49,12,22,3.7,Other
35848,22,9,271930,50614,0.7,0.18,14,18,4.4,Seoul
35849,5,18,1012904,53810,0.13,0.05,24,38,4.7,Seoul
35850,36,9,474524,47008,0.23,0.2,18,18,3.3,Seoul
35851,26,5,182385,55257,0.11,0.3,17,10,3.7,Metro
35852,24,8,231460,44117,0.29,0.08,14,5,4.6,Seoul
35853,6,24,1345193,50015,0.19,0.03,26,44,4.8,Metro
35854,87,3,4770221,89768,0.69,0.15,44,62,1.6,Seoul
35855,9,15,1148777,55143,0.22,0.03,19,41,4.6,Seoul
35856,10,4,181790,38795,0.56,0.07,12,20,4.2,Seoul
35857,14,4,164389,30731,0.32,0.01,13,12,4.1,Seoul
35858,20,8,328019,36983,0.27,0.06,15,20,4.2,Other
35859,38,8,305309,38910,0.26,0.11,5,15,4.3,Metro
35860,12,6,326426,43657,0.71,0.11,26,21,4.5,Seoul
35861,13,9,470924,53754,0.28,0.1,17,7,4.4,Metro
35862,3,16,1111207,59685,0.09,0.14,23,40,4.8,Metro
35863,3,6,263601,44917,0.46,0.13,3,9,4.5,Seoul
35864,22,5,203693,37915,0.56,0.06,7,9,4.7,Metro
35865,19,7,309370,36373,0.25,0.19,16,8,5.0,Metro
35866,24,9,543216,51461,0.79,0.11,25,9,4.9,Metro
35867,38,3,69398,46966,0.4,0.06,17,18,4.3,Metro
35868,28,6,327661,40179,0.55,0.04,9,8,3.9,Other
35869,68,30,27392,94116,0.2,0.24,45,56,3.1,Other
35870,16,13,373605,23416,0.67,0.15,15,9,4.4,Other
35871,168,21,3547147,198469,0.87,0.72,56,47,4.4,Metro
35872,40,5,342455,47704,0.82,0.22,19,10,4.3,Metro
35873,6,14,799801,59985,0.09,0.01,26,39,4.4,Seoul
35874,2,9,382704,50977,0.89,0.03,22,17,4.4,Other
35875,2,4,146965,37180,0.71,0.05,18,12,4.4,Metro
35876,74,3,91352,33639,0.1,0.14,13,0,4.5,Seoul
35877,20,5,284154,34633,0.23,0.08,10,9,3.3,Metro
35878,21,8,220631,32242,0.87,0.04,17,9,4.2,Metro
35879,10,6,380849,58867,0.24,0.09,4,9,3.7,Metro
35880,14,10,290516,53480,0.79,0.12,9,20,4.2,Seoul
35881,20,4,117908,29705,0.76,0.07,14,18,4.6,Seoul
35882,6,8,189818,44931,0.78,0.1,15,23,4.8,Other
35883,41,5,235666,41859,0.25,0.18,9,9,4.3,Seoul
35884,22,4,179228,40301,0.43,0.51,21,13,4.1,Metro
35885,83,1,27284,32122,0.35,0.34,5,6,3.1,Seoul
35886,5,11,540930,54031,0.12,0.05,25,18,4.8,Seoul
35887,14,10,410486,49162,0.9,0.06,12,14,5.0,Seoul
35888,17,9,276069,44776,0.91,0.24,19,18,4.5,Metro
35889,18,10,608697,52911,0.21,0.08,5,10,4.0,Metro
35890,10,17,1149638,61295,0.11,0.04,20,47,4.7,Seoul
35891,13,5,404042,63378,0.42,0.43,22,20,4.9,Metro
35892,33,3,58498,27113,0.39,0.15,12,11,4.4,Metro
35893,21,8,311477,53644,0.18,0.06,13,18,4.1,Metro
35894,33,5,243113,50006,0.2,0.12,14,13,4.2,Other
35895,10,20,1443512,65087,0.09,0.07,25,28,4.6,Metro
35896,29,4,232431,51020,0.35,0.05,5,0,4.0,Other
35897,12,17,1150256,62041,0.02,0.18,20,38,4.6,Seoul
35898,27,2,66311,28615,0.24,0.07,14,4,4.4,Metro
35899,30,10,463843,43288,0.14,0.04,15,8,4.0,Seoul
35900,6,16,776264,54744,0.06,0.03,25,36,4.6,Other
35901,22,8,385483,35635,0.26,0.14,19,13,3.7,Metro
35902,12,10,660847,48329,0.07,0.02,25,35,4.7,Metro
35903,2,16,779813,48139,0.06,0.03,36,26,5.0,Seoul
35904,5,3,30754,32462,0.33,0.18,9,12,4.6,Seoul
35905,79,4,106939,39123,0.11,0.21,9,4,4.7,Seoul
35906,28,3,109636,26076,0.47,0.23,7,5,4.4,Other
35907,39,4,134342,33308,0.53,0.16,8,13,4.4,Seoul
35908,24,7,282312,32650,0.52,0.2,13,13,4.9,Other
35909,10,10,477686,45952,0.88,0.18,22,23,4.4,Metro
35910,1,21,1436769,49550,0.05,0.04,20,19,5.0,Seoul
35911,32,7,174448,36536,0.4,0.26,19,13,4.3,Other
35912,2,11,695981,57057,0.09,0.01,21,27,4.2,Metro
35913,21,6,375974,50071,0.36,0.13,12,15,3.7,Seoul
35914,16,6,193751,40145,0.8,0.13,16,10,4.7,Metro
35915,4,10,264770,45239,0.79,0.13,7,14,4.1,Seoul
35916,28,4,96723,37538,0.27,0.12,11,8,4.6,Metro
35917,37,6,333716,41602,0.35,0.26,9,14,4.3,Other
35918,22,9,597337,53811,0.14,0.02,15,11,3.6,Metro
35919,7,7,479004,43642,0.21,0.13,15,2,4.3,Metro
35920,17,7,299531,37041,0.73,0.08,17,24,4.6,Seoul
35921,74,3,103871,33164,0.77,0.07,8,3,3.9,Metro
35922,7,15,1092723,59158,0.06,0.08,18,42,4.8,Metro
35923,27,1,56493,36556,0.51,0.13,11,14,4.5,Metro
35924,24,11,350618,37947,0.92,0.15,19,18,4.7,Other
35925,29,3,154324,44837,0.29,0.06,24,10,3.8,Seoul
35926,5,2,75453,42249,0.68,0.15,19,17,4.7,Other
35927,27,6,170631,35947,0.2,0.08,5,13,4.0,Seoul
35928,19,6,145753,27197,0.37,0.15,9,0,4.0,Other
35929,29,9,432498,46364,0.3,0.01,7,9,3.8,Metro
35930,12,14,764765,43684,0.31,0.03,16,23,4.9,Other
35931,34,8,369753,46847,0.44,0.5,6,5,3.0,Metro
35932,5,8,191527,31221,0.92,0.19,14,18,4.9,Metro
35933,22,9,504973,46039,0.81,0.04,12,25,4.2,Other
35934,5,13,322762,24635,0.6,0.09,22,18,4.3,Seoul
35935,20,9,341258,44540,0.83,0.08,20,18,4.3,Other
35936,22,6,340772,48830,0.11,0.22,8,7,4.5,Other
35937,14,10,245205,45198,0.76,0.07,15,18,4.1,Other
35938,82,5,189843,29948,0.05,0.06,6,2,4.3,Seoul
35939,20,7,366756,41254,0.36,0.07,11,16,4.8,Seoul
35940,22,1,17122,41825,0.33,0.03,14,9,4.0,Seoul
35941,27,5,195534,39189,0.14,0.07,12,10,4.1,Metro
35942,28,8,475568,56924,0.33,0.03,26,9,4.3,Seoul
35943,5,13,629583,50968,0.14,0.05,19,28,4.7,Metro
35944,19,11,236827,45699,0.38,0.09,4,12,4.6,Metro
35945,85,38,2475583,89068,0.81,0.46,12,117,1.7,Metro
35946,11,10,535823,36438,0.79,0.02,10,8,4.6,Seoul
35947,6,18,1262230,47803,0.12,0.19,26,27,5.0,Metro
35948,27,3,137213,41852,0.24,0.34,10,10,3.6,Metro
35949,92,3,67044,45459,0.15,0.17,2,5,3.4,Seoul
35950,30,6,275549,51718,0.36,0.08,15,7,4.3,Other
35951,24,13,572908,33362,0.82,0.18,19,21,4.6,Metro
35952,77,4,107568,31021,0.1,0.03,10,1,3.8,Other
35953,77,2,38442,27825,0.48,0.08,7,1,3.6,Metro
35954,9,18,1192621,58471,0.39,0.05,24,31,4.4,Other
35955,68,3,82451,43919,0.23,0.02,4,0,4.0,Metro
35956,32,2,85884,52528,0.21,0.15,0,13,3.9,Metro
35957,31,5,357331,46994,0.32,0.11,16,10,4.2,Seoul
35958,5,12,813424,52541,0.07,0.07,20,36,4.7,Seoul
35959,41,9,343397,51702,0.58,0.2,19,8,4.1,Other
35960,20,8,380802,39143,0.93,0.04,14,13,4.6,Metro
35961,5,9,573979,49213,0.19,0.1,19,37,5.0,Seoul
35962,16,5,180214,46478,0.9,0.08,20,10,4.4,Metro
35963,39,0,1697,24530,0.16,0.03,3,3,3.4,Seoul
35964,0,4,159161,44420,0.79,0.12,19,8,4.7,Metro
35965,33,8,320211,48006,0.2,0.16,10,8,4.5,Seoul
35966,19,11,387493,34219,0.93,0.12,28,9,4.6,Other
35967,49,6,114449,43445,0.35,0.23,9,14,4.3,Other
35968,7,10,318732,42740,0.49,0.11,18,4,4.2,Other
35969,37,5,278278,51938,0.29,0.08,9,12,4.0,Seoul
35970,37,13,558568,34591,0.19,0.04,14,3,4.1,Metro
35971,76,3,149932,47835,0.12,0.09,7,2,3.6,Metro
35972,2,17,1097512,55426,0.12,0.1,16,27,4.5,Other
35973,10,5,92046,34408,0.11,0.04,13,10,4.4,Metro
35974,18,10,477694,49456,0.31,0.4,13,18,4.0,Seoul
35975,7,8,227715,43570,0.2,0.59,23,9,5.0,Metro
35976,12,8,271360,43834,0.69,0.05,28,12,3.5,Seoul
35977,34,5,166481,47464,0.2,0.14,15,18,3.8,Metro
35978,14,7,391490,43537,0.59,0.08,18,15,4.3,Other
35979,27,10,314446,35094,0.79,0.19,15,24,4.4,Seoul
35980,35,5,179190,36893,0.1,0.04,8,7,4.5,Metro
35981,24,2,105759,50395,0.41,0.07,17,11,3.5,Seoul
35982,0,7,290201,45256,0.3,0.07,11,5,5.0,Metro
35983,0,8,495506,61633,0.11,0.03,25,8,4.8,Metro
35984,12,10,301243,43090,0.85,0.07,13,18,4.4,Seoul
35985,22,8,379121,34108,0.25,0.08,7,9,4.2,Metro
35986,50,4,91950,29792,0.32,0.01,3,5,4.9,Metro
35987,5,14,924120,58138,0.11,0.18,19,36,4.7,Metro
35988,64,4,123156,38641,0.59,0.08,4,3,4.2,Seoul
35989,12,3,80108,33004,0.27,0.53,6,4,3.1,Other
35990,58,2,74817,30043,0.31,0.0,4,0,4.1,Metro
35991,12,23,1361736,48212,0.11,0.07,14,38,4.6,Metro
35992,19,8,418749,51387,0.29,0.05,19,13,4.4,Seoul
35993,16,7,412137,48419,0.42,0.5,14,7,4.3,Other
35994,20,9,240424,29179,0.34,0.39,14,15,3.9,Other
35995,7,5,187065,38543,0.56,0.04,8,7,4.1,Seoul
35996,61,0,9740,38104,0.49,0.08,6,3,4.1,Metro
35997,30,6,289870,45637,0.21,0.05,6,18,4.1,Other
35998,11,9,233032,49555,0.29,0.27,12,5,4.4,Metro
35999,5,5,246467,46563,0.6,0.07,6,12,4.1,Seoul
36000,50,5,137882,47563,0.29,0.05,14,3,4.0,Metro
36001,125,1,4357845,140795,0.98,0.3,73,71,1.1,Metro
36002,7,24,1564452,53059,0.22,0.04,30,25,4.9,Metro
36003,31,8,406356,46792,0.33,0.07,17,11,4.5,Metro
36004,4,10,576567,48424,0.77,0.08,14,20,4.3,Metro
36005,4,24,1167704,58741,0.13,0.04,33,37,4.9,Seoul
36006,85,2,41055,30140,0.26,0.31,5,3,3.8,Other
36007,20,4,211149,40848,0.33,0.11,10,15,4.1,Metro
36008,8,3,145114,50720,0.54,0.04,8,12,4.2,Other
36009,14,3,221879,51197,0.39,0.12,17,4,4.1,Metro
36010,18,13,298479,40011,0.38,0.17,7,20,4.2,Other
36011,18,9,332471,35966,0.6,0.13,4,15,4.2,Metro
36012,55,1,1804137,47808,0.82,0.9,26,75,1.6,Other
36013,12,12,688015,48903,0.21,0.08,10,29,4.7,Seoul
36014,11,4,56142,44908,0.35,0.04,13,11,3.3,Other
36015,5,18,811065,41738,0.01,0.03,24,36,4.7,Other
36016,13,19,850155,42707,0.03,0.01,24,41,4.4,Metro
36017,24,6,216852,45759,0.7,0.12,20,26,4.2,Other
36018,93,26,1507622,68819,0.6,0.34,64,31,2.0,Seoul
36019,4,10,124520,45076,0.16,0.16,7,2,4.5,Other
36020,34,13,524507,47981,0.35,0.51,19,13,3.7,Other
36021,33,7,316043,46731,0.53,0.35,0,9,3.7,Metro
36022,1,7,261510,35791,0.28,0.05,15,6,4.5,Other
36023,13,19,1336335,51656,0.18,0.03,23,34,5.0,Metro
36024,7,3,93921,25759,0.15,0.09,16,10,4.2,Other
36025,18,7,310332,46546,0.29,0.08,2,17,3.8,Metro
36026,21,6,190198,32129,0.4,0.08,26,7,3.5,Metro
36027,19,4,92193,44880,0.6,0.08,19,1,4.1,Seoul
36028,7,15,618000,44453,0.11,0.11,18,42,4.6,Metro
36029,21,7,240001,40217,0.53,0.51,18,27,3.4,Seoul
36030,19,6,242124,53499,0.81,0.06,9,20,4.1,Seoul
36031,82,3,50663,25171,0.51,0.07,5,5,4.4,Metro
36032,77,0,2758,33674,0.5,0.05,6,3,2.7,Seoul
36033,1,21,905347,52218,0.03,0.06,28,41,4.7,Seoul
36034,16,16,1376549,68320,0.18,0.08,24,42,4.9,Other
36035,0,7,135676,22768,0.48,0.38,7,5,2.9,Seoul
36036,31,6,547791,54610,0.26,0.11,5,9,4.4,Seoul
36037,5,8,212358,25811,0.21,0.37,19,8,4.1,Seoul
36038,24,5,180828,43175,0.71,0.06,23,20,4.5,Other
36039,26,5,171956,36107,0.68,0.07,25,23,4.7,Seoul
36040,99,2,104507,41800,0.37,0.08,4,2,3.8,Other
36041,136,1,66546,43395,0.4,0.08,4,4,3.7,Other
36042,9,17,592417,43971,0.07,0.01,28,38,4.7,Metro
36043,30,4,157651,50070,0.13,0.1,9,15,4.7,Seoul
36044,4,5,169109,36883,0.23,0.65,6,10,2.7,Metro
36045,32,4,133834,45224,0.17,0.01,10,13,4.2,Other
36046,85,4,94241,32251,0.21,0.34,5,2,3.6,Seoul
36047,93,0,0,32270,0.24,0.1,7,4,4.3,Seoul
36048,6,10,371073,52739,0.0,0.01,18,44,4.9,Seoul
36049,8,14,487545,36129,0.58,0.09,9,7,4.0,Seoul
36050,21,5,408126,55527,0.37,0.22,2,17,4.9,Metro
36051,81,4,158023,36605,0.62,0.13,11,4,3.8,Seoul
36052,33,4,222811,51684,0.19,0.07,7,14,4.5,Other
36053,0,6,266748,34964,0.49,0.15,9,12,4.1,Other
36054,4,2,113658,43232,0.83,0.18,23,15,4.4,Metro
36055,11,19,1715850,72058,0.08,0.03,14,38,4.8,Metro
36056,10,15,986371,58265,0.05,0.07,25,22,4.7,Metro
36057,12,18,1110584,52058,0.04,0.11,16,29,4.8,Metro
36058,32,4,134928,52119,0.38,0.09,10,12,3.7,Metro
36059,25,10,146381,36843,0.26,0.07,8,17,3.9,Seoul
36060,37,7,293427,51276,0.27,0.07,18,7,3.3,Metro
36061,0,8,298471,39223,0.26,0.06,14,14,4.3,Seoul
36062,88,2,91685,38011,0.29,0.02,2,1,3.8,Metro
36063,20,10,300056,31937,0.89,0.12,26,12,4.6,Seoul
36064,43,0,2150,37974,0.34,0.04,7,1,3.5,Metro
36065,12,12,399958,39823,0.68,0.11,9,10,4.3,Other
36066,36,6,156934,31652,0.3,0.15,17,8,4.3,Seoul
36067,21,5,155904,34529,0.3,0.03,5,2,3.7,Metro
36068,13,12,649010,45249,0.84,0.07,16,32,4.6,Other
36069,6,10,565459,50198,0.75,0.14,14,15,4.7,Metro
36070,22,22,1557698,55443,0.45,0.8,78,20,2.0,Metro
36071,30,10,681116,42789,0.47,0.43,15,4,3.5,Metro
36072,8,17,804393,58435,0.3,0.08,9,34,4.7,Other
36073,2,16,935771,68566,0.08,0.09,19,38,4.9,Seoul
36074,18,13,366769,31192,0.74,0.17,23,24,4.5,Metro
36075,5,1,40527,46840,0.32,0.11,10,8,4.5,Seoul
