title,Drama,Comedy,Thriller,Action,Romance,Adventure,Crime,Science Fiction,Horror,Family,Fantasy,Mystery,Animation,History,Music,War,Documentary,Western,Foreign,TV Movie
Frenzy,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Witch,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
I Got the Hook Up,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She's the One,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gods and Monsters,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret in Their Eyes,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Train,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Evil Dead II,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Pootie Tang,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharknado,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Other Conquest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Troll Hunter,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Ira & Abby,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter Passing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.E.B.S.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Masked Saint,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Betrayed,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Taxman,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2:13,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Batman: The Dark Knight Returns, Part 2",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Time to Choose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
In the Name of the King III,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wicked Blood,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stranded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lords of London,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
High Anxiety,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
March of the Penguins,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Margin Call,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiplash,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City of God,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Human Traffic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To Write Love on Her Arms,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Dead Girl,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Hunt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Story,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bella,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Class of 1984,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Opposite Sex,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreaming of Joseph Lees,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Class,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosemary's Baby,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Man Who Shot Liberty Valance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Adam,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Full of Grace,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beginners,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feast,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Animal House,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldfinger,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antiviral,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
It's a Wonderful Life,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Trainspotting,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Original Kings of Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paranormal Activity 2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Waking Ned,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowling for Columbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Coming Home,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Nightmare on Elm Street Part 2: Freddy's Revenge,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Room with a View,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Purge,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Sinister,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Martin Lawrence Live: Runteldat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat on a Hot Tin Roof,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beneath the Planet of the Apes,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Air Bud,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pokémon: Spell of the Unknown,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Friday the 13th Part VI: Jason Lives,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Bridge on the River Kwai,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Spaced Invaders,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Family Plot,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Apartment,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Goes to Hell: The Final Friday,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Torn Curtain,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dave Chappelle's Block Party,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Slow West,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Krush Groove,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Next Day Air,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elmer Gantry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judgment at Nuremberg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trippin',0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Phat Girlz,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before Midnight,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teen Wolf Too,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Phantasm II,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Woman Thou Art Loosed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Women Have Curves,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
East Is East,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whipped,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kama Sutra - A Tale of Love,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Please Give,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy Wonka & the Chocolate Factory,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Warlock: The Armageddon,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
8 Heads in a Duffel Bag,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Days of Heaven,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thirteen Conversations About One Thing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawbreaker,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basquiat,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Frances Ha,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsotsi,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Happiness,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DysFunktional Family,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tusk,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oldboy,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Letters to God,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hobo with a Shotgun,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compadres,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freeway,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love's Abiding Joy,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Fish Tank,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damsels in Distress,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creature,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bachelorette,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brave New Girl,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Tim and Eric's Billion Dollar Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summer Storm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort McCoy,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Chain Letter,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Just Looking,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Divide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Eclipse,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Demonic,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Big Fat Independent Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Deported,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tanner Hall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Road,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They Came Together,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Back Down 2: The Beatdown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point Blank,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Single Fathers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enter the Dangerous Mind,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Something Wicked,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AWOL-72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iguana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago Overcoat,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry Munday,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Station,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocketful of Miracles,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Close Range,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Boynton Beach Club,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amnesiac,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Freakonomics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
High Tension,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Griff the Invisible,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnatural,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hustle & Flow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some Like It Hot,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday the 13th Part VII: The New Blood,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Wizard of Oz,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Young Frankenstein,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Diary of the Dead,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Lage Raho Munna Bhai,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulee's Gold,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Black Stallion,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sardaarji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journey to Saturn,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Donovan's Reef,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dress,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Guy Named Joe,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Blazing Saddles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Friday the 13th: The Final Chapter,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ida,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maurice,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beer League,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riding Giants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Timecrimes,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Silver Medalist,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Timber Falls,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Singin' in the Rain,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Fat, Sick & Nearly Dead",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Haunted House,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016: Obama's America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
That Thing You Do!,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halloween III: Season of the Witch,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Escape from the Planet of the Apes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hud,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kevin Hart: Let Me Explain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
My Own Private Idaho,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden State,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before Sunrise,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evil Words,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Jesus' Son,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saving Face,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brick Lane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robot & Frank,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
My Life Without Me,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spectacular Now,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Religulous,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fuel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Valley of the Heart's Delight,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eye of the Dolphin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8: The Mormon Proposition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Other End of the Line,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anatomy,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sleep Dealer,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Super,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas Mail,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Stung,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Antibirth,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Get on the Bus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thr3e,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Idiocracy,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Rise of the Krays,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
This Is England,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
U.F.O.,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bathing Beauty,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Go for It!,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dancer, Texas Pop. 81",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Show Boat,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Redemption Road,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Calling,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brave Little Toaster,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
Fantasia,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
8 Days,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday the 13th Part III,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Friday the 13th: A New Beginning,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Last Sin Eater,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do You Believe?,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Impact Point,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Valley of Decision,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Tikka Masala,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
There's Always Woodstock,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jack Brooks: Monster Slayer,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Best Years of Our Lives,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bully,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elling,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mi America,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[REC],0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Lies in Plain Sight,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sharkskin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Containment,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Timber,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
From Russia with Love,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Toxic Avenger Part II,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sleeper,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
It Follows,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To Kill a Mockingbird,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Max 2: The Road Warrior,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Drunken Master,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boys Don't Cry,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Silent House,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Lives of Others,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Courageous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hustler,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boom Town,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Triplets of Belleville,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Smoke Signals,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Splendor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before Sunset,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amores perros,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thirteen,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gentleman's Agreement,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter's Bone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touching the Void,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alexander's Ragtime Band,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Me and You and Everyone We Know,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inside Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
We Are Your Friends,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ghost Dog: The Way of the Samurai,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harsh Times,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Captive,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Frontal,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Witchboard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shortbus,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waltz with Bashir,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"The Book of Mormon Movie, Volume 1: The Journey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No End in Sight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Diary of a Teenage Girl,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Shadow of the Moon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Meek's Cutoff,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Inside Deep Throat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Dinner Rush,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clockwatchers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Virginity Hit,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subway,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teeth,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Six-String Samurai,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hum To Mohabbat Karega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's All Gone Pete Tong,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
